Rank,Name,Team,GS,G,IP,W,L,QS,SV,HLD,H,ER,HR,SO,BB,K/9,BB/9,K/BB,HR/9,AVG,WHIP,BABIP,LOB%,ERA,FIP,ADP
4093,Benony Robles,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.55,5.83,1.12,1.34,0.264,1.69,0.291,0.708,5.41,5.75,999.0
4094,Braxton Hyde,COL,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.04,5.16,0.98,1.5,0.299,1.8,0.315,0.669,6.35,6.09,999.0
4095,Marcus Olivarez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.25,5.95,1.05,1.27,0.271,1.73,0.299,0.698,5.56,5.75,999.0
4096,Xander Hamilton,MIN,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.71,5.56,1.21,1.41,0.268,1.68,0.295,0.696,5.62,5.73,999.0
4097,Johzan Oquendo,CHC,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.94,6.25,1.11,1.22,0.262,1.72,0.296,0.7070000000000001,5.35,5.63,999.0
4098,Matt Hickey,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.59,4.87,1.15,1.41,0.277,1.65,0.295,0.6920000000000001,5.57,5.75,999.0
4099,Nathanael Perez Lopez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.65,4.94,1.14,1.41,0.28,1.67,0.299,0.687,5.69,5.76,999.0
4100,Denny Roman,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.79,5.77,1.0,1.28,0.276,1.74,0.3,0.698,5.63,5.79,999.0
4101,Marino Santy,CHC,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.19,6.27,0.99,1.08,0.269,1.75,0.301,0.7090000000000001,5.24,5.64,999.0
4102,Eli Ankeney,NYM,0,1,1.0,0,0,0,0,0,1,1,0,1,1,7.09,5.8,1.22,1.38,0.258,1.66,0.288,0.715,5.29,5.66,999.0
4103,Juan Mendez,MIN,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.72,5.72,1.18,1.39,0.268,1.7,0.296,0.6970000000000001,5.63,5.74,999.0
4104,Benjamin Arias,STL,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.84,4.53,1.29,1.48,0.27,1.58,0.287,0.6990000000000001,5.39,5.67,999.0
4105,Tyler Gillies,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.26,5.37,1.17,1.42,0.273,1.69,0.297,0.6940000000000001,5.66,5.76,999.0
4106,Franklin De La Paz,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.49,6.42,1.01,1.19,0.265,1.75,0.296,0.71,5.38,5.77,999.0
4107,Erubiel Armenta,PHI,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.86,6.56,1.05,1.38,0.261,1.75,0.29,0.711,5.55,5.97,999.0
4108,Cam Wynne,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.95,4.93,1.21,1.48,0.273,1.64,0.293,0.6940000000000001,5.6,5.77,999.0
4109,Austin Strickland,SFG,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.11,5.35,1.14,1.15,0.27,1.67,0.298,0.7,5.23,5.4,999.0
4110,Moises Diaz,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.22,4.81,1.08,1.41,0.281,1.67,0.297,0.6920000000000001,5.61,5.77,999.0
4111,Cristhian Tortosa,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.3,6.08,1.04,1.25,0.269,1.73,0.296,0.706,5.45,5.77,999.0
4112,Osiel Rodriguez,NYY,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.77,5.48,1.24,1.55,0.267,1.67,0.291,0.7040000000000001,5.63,5.89,999.0
4113,Harrison Durow,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.97,5.16,1.16,1.42,0.274,1.67,0.296,0.693,5.63,5.77,999.0
4114,C.J. Mayhue,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.67,5.24,1.08,1.37,0.274,1.68,0.294,0.701,5.49,5.77,999.0
4115,Leonard Garcia,LAA,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.2,5.41,1.14,1.51,0.273,1.69,0.294,0.701,5.66,5.95,999.0
4116,Garrett Farmer,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.47,4.76,1.15,1.41,0.279,1.65,0.296,0.6920000000000001,5.57,5.72,999.0
4117,Thomas Schultz,WSN,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.0,5.14,1.17,1.52,0.27,1.64,0.288,0.6970000000000001,5.62,5.88,999.0
4118,Peniel Otano,ARI,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.44,5.92,0.92,1.03,0.284,1.79,0.312,0.691,5.54,5.59,999.0
4119,Jeferson Figueroa,MIL,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.88,5.43,1.27,1.53,0.264,1.65,0.289,0.7020000000000001,5.57,5.81,999.0
4120,Jorge Ramos,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.07,5.64,1.08,1.34,0.274,1.72,0.298,0.696,5.63,5.78,999.0
4121,Steven Perez,CLE,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.88,5.74,1.2,1.34,0.264,1.68,0.294,0.7090000000000001,5.38,5.63,999.0
4122,Adel Dilone,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.08,5.6,1.09,1.35,0.273,1.71,0.298,0.6940000000000001,5.63,5.78,999.0
4123,Kevin Rodriguez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.19,5.33,0.97,1.27,0.283,1.73,0.302,0.691,5.62,5.78,999.0
4124,Pierce Banks,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.17,5.39,1.14,1.43,0.273,1.69,0.296,0.695,5.65,5.78,999.0
4125,Sergio Umana,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.41,4.84,1.12,1.42,0.281,1.67,0.298,0.69,5.66,5.78,999.0
4126,Juan De Los Santos,BAL,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.2,5.26,1.18,1.38,0.272,1.66,0.296,0.701,5.46,5.68,999.0
4127,Matt Eckelman,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,5.69,4.37,1.3,1.57,0.277,1.6,0.293,0.687,5.67,5.79,999.0
4128,Jesus Linarez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.31,4.64,1.14,1.47,0.281,1.65,0.296,0.6890000000000001,5.66,5.79,999.0
4129,Luis A. Rodriguez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.11,5.62,1.09,1.36,0.273,1.71,0.297,0.6970000000000001,5.62,5.79,999.0
4130,John Wilson,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.15,5.25,0.98,1.3,0.28,1.71,0.298,0.6990000000000001,5.5,5.79,999.0
4131,Julian Smith,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.07,5.87,1.03,1.3,0.269,1.72,0.294,0.7070000000000001,5.44,5.79,999.0
4132,Luis Amoroso,COL,0,1,1.0,0,0,0,0,0,1,1,0,0,1,4.46,4.52,0.99,1.58,0.305,1.76,0.313,0.664,6.39,6.14,999.0
4133,Brendan McGuigan,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.21,5.39,1.15,1.42,0.273,1.68,0.296,0.693,5.67,5.8,999.0
4134,Luis Arejula,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.85,5.57,1.05,1.33,0.274,1.71,0.297,0.696,5.59,5.8,999.0
4135,Nick Pogue,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.68,5.1,1.11,1.48,0.273,1.65,0.29,0.6940000000000001,5.63,5.9,999.0
4136,Bryant Salgado,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.92,5.27,1.12,1.42,0.274,1.68,0.294,0.695,5.62,5.8,999.0
4137,Derrick Edington,TBR,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.48,5.32,1.22,1.39,0.272,1.67,0.3,0.6990000000000001,5.53,5.66,999.0
4138,Dawil Almonte,HOU,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.07,5.04,1.2,1.48,0.275,1.65,0.296,0.6920000000000001,5.66,5.78,999.0
4139,Zack Hess,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.36,5.87,1.08,1.35,0.271,1.72,0.297,0.698,5.64,5.81,999.0
4140,Saul Gonzalez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.88,5.64,1.04,1.33,0.275,1.72,0.298,0.696,5.63,5.81,999.0
4141,Keegan Collett,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,7.13,6.53,1.09,1.32,0.262,1.75,0.295,0.7040000000000001,5.6,5.81,999.0
4142,Jason Franks,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.14,5.85,1.05,1.33,0.272,1.73,0.297,0.698,5.63,5.81,999.0
4143,Diomede Sierra,ARI,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.26,6.4,0.98,1.07,0.272,1.78,0.306,0.703,5.42,5.62,999.0
4144,Gerlin Rosario,TBR,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.54,4.86,1.34,1.51,0.269,1.61,0.293,0.7,5.48,5.67,999.0
4145,Junior Cerda,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.61,5.75,1.15,1.41,0.267,1.69,0.293,0.698,5.62,5.82,999.0
4146,Cade Halemanu,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.91,5.48,1.08,1.36,0.274,1.7,0.296,0.6940000000000001,5.63,5.82,999.0
4147,Robinson Hernandez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.52,4.54,1.21,1.55,0.279,1.63,0.294,0.6890000000000001,5.7,5.82,999.0
4148,Carlos Campos,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.94,5.15,1.15,1.47,0.276,1.68,0.296,0.6920000000000001,5.72,5.82,999.0
4149,Yondrei Rojas,TOR,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.97,5.29,1.13,1.37,0.272,1.67,0.294,0.695,5.56,5.76,999.0
4150,Jared Beck,BAL,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.92,6.4,1.08,1.24,0.262,1.74,0.296,0.716,5.3,5.71,999.0
4151,Tanner Jacobson,STL,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.46,5.57,1.16,1.37,0.264,1.66,0.289,0.7040000000000001,5.42,5.73,999.0
4152,Hugo Beltran,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.38,5.56,0.97,1.28,0.28,1.74,0.301,0.693,5.64,5.82,999.0
4153,Leam Mendez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.28,5.45,1.15,1.45,0.272,1.69,0.295,0.695,5.69,5.82,999.0
4154,Yerlin Rodriguez,MIL,0,1,1.0,0,0,0,0,0,1,1,0,1,1,7.15,6.93,1.03,1.22,0.261,1.79,0.298,0.7070000000000001,5.54,5.85,999.0
4155,Santiago Florez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.79,5.15,1.12,1.43,0.276,1.68,0.296,0.6920000000000001,5.67,5.82,999.0
4156,Julian Bosnic,PIT,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.24,6.84,0.91,1.13,0.27,1.82,0.3,0.705,5.56,5.86,999.0
4157,Carson Hobbs,LAD,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.71,5.5,1.22,1.59,0.268,1.68,0.292,0.7,5.73,5.96,999.0
4158,Nathan Karaffa,PHI,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.79,5.78,1.0,1.45,0.275,1.73,0.295,0.695,5.79,6.04,999.0
4159,Eiker Huizi,SDP,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.88,6.01,0.98,1.26,0.271,1.73,0.294,0.7020000000000001,5.48,5.87,999.0
4160,Connor Schultz,CHC,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.63,4.82,1.17,1.42,0.28,1.66,0.299,0.69,5.62,5.71,999.0
4161,Bryan Lucas,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.98,5.32,1.12,1.43,0.275,1.69,0.296,0.693,5.69,5.83,999.0
4162,Delvin Capellan,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.91,5.32,1.11,1.43,0.275,1.69,0.296,0.693,5.69,5.83,999.0
4163,Jake Stevenson,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.45,6.26,1.03,1.27,0.269,1.75,0.298,0.6990000000000001,5.62,5.83,999.0
4164,Amilcar Chirinos,HOU,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.03,5.59,1.08,1.37,0.274,1.71,0.298,0.695,5.65,5.8,999.0
4165,Nathan Landry,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.21,5.61,1.11,1.4,0.268,1.69,0.291,0.7040000000000001,5.52,5.84,999.0
4166,Nate Tellier,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.53,5.88,1.11,1.39,0.267,1.71,0.293,0.6990000000000001,5.63,5.84,999.0
4167,Wellington Diaz,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.17,5.79,1.07,1.36,0.273,1.73,0.298,0.695,5.69,5.84,999.0
4168,Hayden Durke,ARI,0,1,1.0,0,0,0,0,0,1,1,0,1,1,7.01,6.83,1.03,1.12,0.266,1.8,0.304,0.701,5.54,5.65,999.0
4169,Trey Dillard,PHI,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.46,6.31,1.02,1.43,0.269,1.76,0.294,0.698,5.81,6.05,999.0
4170,Carlos Rey,ARI,0,1,1.0,0,0,0,0,0,1,1,0,1,1,7.38,7.0,1.05,1.13,0.26,1.79,0.301,0.71,5.43,5.65,999.0
4171,Elijah Birdsong,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,4.91,6.01,0.82,1.13,0.287,1.82,0.307,0.688,5.77,5.87,999.0
4172,Maceo Campbell,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.52,6.13,1.06,1.33,0.269,1.74,0.297,0.698,5.66,5.84,999.0
4173,Jake Madden,COL,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.22,5.94,0.88,1.41,0.298,1.87,0.317,0.6729999999999999,6.42,6.19,999.0
4174,Kenya Huggins,CIN,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.44,6.37,1.01,1.52,0.278,1.82,0.303,0.6940000000000001,6.1,6.2,999.0
4175,Kobe Robinson,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.93,6.01,0.99,1.26,0.275,1.76,0.3,0.696,5.65,5.85,999.0
4176,Alfred Vega,NYM,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.86,5.16,1.14,1.4,0.271,1.65,0.291,0.7,5.46,5.75,999.0
4177,Zach Pettway,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.17,5.75,1.07,1.38,0.273,1.73,0.298,0.695,5.71,5.85,999.0
4178,Billy Seidl,CHW,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.79,5.87,0.99,1.42,0.276,1.75,0.296,0.6940000000000001,5.8,6.11,999.0
4179,Armando Vasquez,ARI,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.71,6.19,1.09,1.23,0.268,1.74,0.301,0.7020000000000001,5.53,5.66,999.0
4180,Holden Laws,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.64,5.0,1.13,1.46,0.275,1.66,0.292,0.6970000000000001,5.59,5.85,999.0
4181,Mark Simon,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.84,5.18,1.13,1.45,0.277,1.69,0.297,0.69,5.75,5.85,999.0
4182,Stu Flesland III,COL,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.02,5.23,0.96,1.56,0.298,1.8,0.311,0.6729999999999999,6.36,6.2,999.0
4183,Rio Britton,ARI,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.93,6.27,0.95,1.09,0.277,1.8,0.307,0.7,5.51,5.66,999.0
4184,Ian Foggo,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,7.01,6.83,1.03,1.26,0.263,1.79,0.298,0.7040000000000001,5.63,5.85,999.0
4185,Neraldo Catalina,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.41,6.92,0.93,1.13,0.27,1.82,0.302,0.703,5.59,5.85,999.0
4186,Jesus Valles,,0,1,1.0,0,0,0,0,0,1,1,0,1,0,4.92,4.5,1.09,1.67,0.287,1.67,0.295,0.688,5.91,6.12,999.0
4187,Cole Duensing,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.11,5.05,1.21,1.54,0.272,1.65,0.292,0.6940000000000001,5.7,5.86,999.0
4188,Anthony Arguelles,WSN,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.11,6.26,0.98,1.33,0.269,1.75,0.293,0.7,5.66,5.95,999.0
4189,Thomas Girard,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.11,6.02,1.01,1.32,0.273,1.75,0.299,0.6970000000000001,5.68,5.86,999.0
4190,Jean Correa,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.78,5.58,1.04,1.36,0.277,1.72,0.298,0.693,5.7,5.86,999.0
4191,Sam Jacobsak,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.84,4.93,1.19,1.51,0.277,1.66,0.295,0.688,5.76,5.86,999.0
4192,Josh Wolf,SFG,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.35,6.12,1.04,1.06,0.267,1.73,0.3,0.7040000000000001,5.25,5.49,999.0
4193,Johnny Ray,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,7.15,6.67,1.07,1.32,0.262,1.77,0.295,0.7040000000000001,5.65,5.86,999.0
4194,Allan Hernandez,CLE,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.71,5.78,1.16,1.36,0.268,1.7,0.297,0.7,5.57,5.71,999.0
4195,Rafael Ohashi,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.77,5.23,1.1,1.43,0.275,1.68,0.294,0.6920000000000001,5.66,5.86,999.0
4196,Cam Tullar,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.86,5.79,1.01,1.33,0.273,1.73,0.295,0.7020000000000001,5.56,5.86,999.0
4197,Gleiner Diaz,SEA,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.57,5.59,1.18,1.29,0.262,1.65,0.29,0.7090000000000001,5.22,5.61,999.0
4198,Mark Adamiak,ATH,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.34,5.46,1.16,1.38,0.269,1.67,0.294,0.701,5.47,5.72,999.0
4199,Will Varmette,SDP,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.97,6.34,1.1,1.4,0.261,1.72,0.291,0.7040000000000001,5.61,5.92,999.0
4200,Ryan Castellani,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.11,5.11,1.2,1.41,0.272,1.65,0.295,0.696,5.52,5.72,999.0
4201,Anthony Tomczak,SEA,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.16,5.35,1.15,1.29,0.267,1.65,0.291,0.706,5.25,5.62,999.0
4202,Estarlin Rodriguez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.58,5.69,0.98,1.32,0.277,1.74,0.298,0.6940000000000001,5.67,5.88,999.0
4203,R.J. Freure,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.5,5.88,1.11,1.43,0.269,1.72,0.294,0.698,5.71,5.88,999.0
4204,Andrew Shaps,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.25,6.37,0.98,1.25,0.27,1.77,0.297,0.7040000000000001,5.57,5.88,999.0
4205,Adam Smith,BOS,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.27,5.17,1.02,1.46,0.286,1.73,0.302,0.677,6.04,5.99,999.0
4206,Luke Savage,TEX,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.06,5.57,1.09,1.45,0.277,1.73,0.299,0.691,5.83,5.95,999.0
4207,Austin Amaral,WSN,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.71,5.57,1.03,1.45,0.275,1.71,0.293,0.693,5.77,5.98,999.0
4208,Jhonatan Munoz,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.96,5.19,1.15,1.5,0.274,1.67,0.293,0.6920000000000001,5.74,5.89,999.0
4209,Jaydenn Estanista,PHI,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.67,6.35,1.05,1.48,0.265,1.74,0.289,0.701,5.8,6.1,999.0
4210,Drew Irvine,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.13,5.98,1.03,1.36,0.273,1.75,0.298,0.696,5.73,5.89,999.0
4211,Tyler Ahearn,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.55,5.39,1.03,1.39,0.278,1.71,0.296,0.6920000000000001,5.7,5.89,999.0
4212,Sergio Morillo,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.55,6.41,1.02,1.31,0.267,1.76,0.296,0.701,5.66,5.89,999.0
4213,Franklin Sanchez,MIA,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.51,6.8,0.96,1.19,0.27,1.82,0.302,0.698,5.7,5.88,999.0
4214,Stefan Raeth,SEA,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.95,5.21,1.14,1.31,0.27,1.65,0.293,0.705,5.29,5.63,999.0
4215,Angel Cuenca,STL,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.25,4.88,1.08,1.41,0.278,1.66,0.293,0.695,5.56,5.8,999.0
4216,Cody Adcock,CIN,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.7,5.86,1.14,1.7,0.275,1.75,0.297,0.691,6.15,6.25,999.0
4217,Mason Ronan,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.64,6.8,0.98,1.23,0.265,1.8,0.296,0.7090000000000001,5.55,5.9,999.0
4218,Quinton Martinez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.49,5.74,0.96,1.29,0.277,1.74,0.297,0.6990000000000001,5.59,5.9,999.0
4219,Joan Valdez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.42,6.11,1.05,1.37,0.269,1.74,0.296,0.6970000000000001,5.72,5.9,999.0
4220,Yeury Gervacio,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.24,6.08,1.03,1.35,0.269,1.74,0.293,0.7040000000000001,5.58,5.9,999.0
4221,Everhett Hazelwood,CHW,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.83,5.77,1.01,1.53,0.277,1.75,0.295,0.695,5.91,6.17,999.0
4222,Joan Gonzalez,SDP,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.04,5.58,1.08,1.45,0.27,1.69,0.29,0.7,5.62,5.95,999.0
4223,Matthew Swain,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.04,5.31,1.14,1.5,0.273,1.68,0.293,0.693,5.74,5.9,999.0
4224,Chris Mauloni,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.08,5.64,1.08,1.41,0.272,1.71,0.295,0.6940000000000001,5.72,5.9,999.0
4225,Gabriel Jaramillo,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.07,5.37,1.13,1.49,0.273,1.69,0.293,0.693,5.75,5.91,999.0
4226,Matthew Peguero,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.68,5.34,1.06,1.45,0.28,1.72,0.299,0.6890000000000001,5.82,5.91,999.0
4227,Troy Stainbrook,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.29,6.58,0.96,1.24,0.267,1.78,0.295,0.708,5.52,5.91,999.0
4228,Jonathan Petit,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.63,5.16,1.09,1.43,0.277,1.68,0.295,0.687,5.74,5.91,999.0
4229,Vince Reilly,CHC,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.58,5.61,0.99,1.28,0.277,1.73,0.299,0.6970000000000001,5.57,5.78,999.0
4230,Adrian Quintana,SEA,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.95,4.87,1.22,1.41,0.269,1.61,0.29,0.703,5.32,5.65,999.0
4231,Nolan Martinez,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,5.23,5.18,1.01,1.41,0.282,1.71,0.298,0.688,5.78,5.91,999.0
4232,Colin Schmid,,0,1,1.0,0,0,0,0,0,1,1,0,1,1,6.05,6.03,1.0,1.34,0.272,1.75,0.296,0.703,5.63,5.91,999.0
